time,time_ent,type,position_id,magic,price_ent,volume,posi,time_ext,price_ext,profit,comment,delta_t,pts_final_demo,pts_final_real,lucro,cstrategy
2025-06-25 10:00:00,2025-06-25 10:05:00,1,2129831005,1111,138655.0,1.0,short,2025-06-25 17:54:00,137840.0,163.0,,469.0,815.0,815.0,162.5,162.5
2025-06-25 10:15:00,2025-06-25 10:20:00,1,2129931587,1111,138805.0,1.0,short,2025-06-25 17:54:00,137840.0,193.0,,454.0,965.0,965.0,192.5,355.0
2025-06-25 10:25:00,2025-06-25 10:30:00,1,2130008738,1111,138635.0,1.0,short,2025-06-25 17:54:00,137840.0,159.0,,444.0,795.0,795.0,158.5,513.5
2025-06-25 10:30:00,2025-06-25 10:35:04,1,2130055880,1111,138600.0,1.0,short,2025-06-25 17:54:00,137840.0,152.0,,438.93333333333334,760.0,760.0,151.5,665.0
2025-06-25 10:35:00,2025-06-25 10:40:00,1,2130089122,1111,138415.0,1.0,short,2025-06-25 17:54:00,137840.0,115.0,,434.0,575.0,575.0,114.5,779.5
2025-06-25 10:40:00,2025-06-25 10:45:00,1,2130125191,1111,138325.0,1.0,short,2025-06-25 17:54:00,137840.0,97.0,,429.0,485.0,485.0,96.5,876.0
2025-06-25 12:10:00,2025-06-25 12:15:00,1,2130565745,1111,138085.0,1.0,short,2025-06-25 17:54:00,137840.0,49.0,,339.0,245.0,245.0,48.5,924.5
2025-06-25 12:20:00,2025-06-25 12:25:00,1,2130612316,1111,137955.0,1.0,short,2025-06-25 13:30:47,138555.0,-120.0,[sl 138555],65.78333333333333,600.0,-600.0,-120.5,804.0
2025-06-25 17:20:00,2025-06-25 17:25:00,1,2131405225,1111,137830.0,1.0,short,2025-06-25 17:54:00,137840.0,-2.0,,29.0,10.0,-10.0,-2.5,801.5
2025-06-25 17:25:00,2025-06-25 17:30:00,1,2131414297,1111,137805.0,1.0,short,2025-06-25 17:54:00,137840.0,-7.0,,24.0,35.0,-35.0,-7.5,794.0
2025-06-26 10:15:00,2025-06-26 10:20:00,0,2131792217,1111,138845.0,1.0,long,2025-06-26 17:54:00,139320.0,95.0,,454.0,475.0,475.0,94.5,888.5
2025-06-27 10:00:00,2025-06-27 10:05:00,1,2133267498,1111,138380.0,1.0,short,2025-06-27 10:16:44,138980.0,-120.0,[sl 138980],11.733333333333333,600.0,-600.0,-120.5,768.0
2025-07-02 10:30:00,2025-07-02 10:35:00,1,2140116350,1111,141440.0,1.0,short,2025-07-02 17:54:00,141270.0,34.0,,439.0,170.0,170.0,33.5,801.5
2025-07-02 10:35:00,2025-07-02 10:40:00,1,2140151066,1111,141375.0,1.0,short,2025-07-02 17:54:00,141270.0,21.0,,434.0,105.0,105.0,20.5,822.0
2025-07-02 10:40:00,2025-07-02 10:45:00,1,2140190884,1111,141210.0,1.0,short,2025-07-02 17:54:00,141270.0,-12.0,,429.0,60.0,-60.0,-12.5,809.5
2025-07-02 10:45:00,2025-07-02 10:50:00,1,2140236688,1111,140685.0,1.0,short,2025-07-02 12:26:11,141285.0,-120.0,[sl 141285],96.18333333333334,600.0,-600.0,-120.5,689.0
2025-07-02 10:50:00,2025-07-02 10:55:00,1,2140274964,1111,140645.0,1.0,short,2025-07-02 12:17:51,141245.0,-120.0,[sl 141245],82.85,600.0,-600.0,-120.5,568.5
2025-07-02 11:00:00,2025-07-02 11:05:00,1,2140343861,1111,140590.0,1.0,short,2025-07-02 12:17:41,141190.0,-120.0,[sl 141190],72.68333333333334,600.0,-600.0,-120.5,448.0
2025-07-02 11:05:00,2025-07-02 11:10:00,1,2140370971,1111,140485.0,1.0,short,2025-07-02 12:16:15,141085.0,-120.0,[sl 141085],66.25,600.0,-600.0,-120.5,327.5
2025-07-02 11:20:00,2025-07-02 11:25:00,1,2140449863,1111,140475.0,1.0,short,2025-07-02 12:16:13,141075.0,-120.0,[sl 141075],51.21666666666667,600.0,-600.0,-120.5,207.0
2025-07-03 10:35:00,2025-07-03 10:40:00,0,2142554186,1111,142835.0,1.0,long,2025-07-03 17:54:00,143160.0,65.0,,434.0,325.0,325.0,64.5,271.5
2025-07-03 10:40:00,2025-07-03 10:45:00,0,2142590275,1111,142905.0,1.0,long,2025-07-03 17:54:00,143160.0,51.0,,429.0,255.0,255.0,50.5,322.0
2025-07-03 10:45:00,2025-07-03 10:50:00,0,2142629080,1111,143010.0,1.0,long,2025-07-03 17:54:00,143160.0,30.0,,424.0,150.0,150.0,29.5,351.5
2025-07-03 10:50:00,2025-07-03 10:55:00,0,2142664067,1111,143120.0,1.0,long,2025-07-03 17:54:00,143160.0,8.0,,419.0,40.0,40.0,7.5,359.0
2025-07-03 11:00:00,2025-07-03 11:05:00,0,2142732546,1111,143170.0,1.0,long,2025-07-03 12:01:29,142570.0,-120.0,[sl 142570],56.483333333333334,600.0,-600.0,-120.5,238.5
2025-07-03 13:55:00,2025-07-03 14:00:00,0,2143397453,1111,143310.0,1.0,long,2025-07-03 17:54:00,143160.0,-30.0,,234.0,150.0,-150.0,-30.5,208.0
2025-07-03 17:00:00,2025-07-03 17:05:00,1,2143882483,1111,143070.0,1.0,short,2025-07-03 17:54:00,143165.0,-19.0,,49.0,95.0,-95.0,-19.5,188.5
2025-07-04 12:15:00,2025-07-04 12:20:00,0,2144904715,1111,143445.0,1.0,long,2025-07-04 17:54:00,143325.0,-24.0,,334.0,120.0,-120.0,-24.5,164.0
2025-07-04 16:55:00,2025-07-04 17:00:00,1,2145518591,1111,143370.0,1.0,short,2025-07-04 17:54:00,143330.0,8.0,,54.0,40.0,40.0,7.5,171.5
2025-07-04 17:00:00,2025-07-04 17:05:00,1,2145527319,1111,143305.0,1.0,short,2025-07-04 17:54:00,143330.0,-5.0,,49.0,25.0,-25.0,-5.5,166.0
2025-07-04 17:05:00,2025-07-04 17:10:00,1,2145532579,1111,143285.0,1.0,short,2025-07-04 17:54:00,143330.0,-9.0,,44.0,45.0,-45.0,-9.5,156.5
2025-07-04 17:10:00,2025-07-04 17:15:00,1,2145538690,1111,143275.0,1.0,short,2025-07-04 17:54:00,143330.0,-11.0,,39.0,55.0,-55.0,-11.5,145.0
2025-07-04 17:20:00,2025-07-04 17:25:00,1,2145549011,1111,143285.0,1.0,short,2025-07-04 17:54:00,143330.0,-9.0,,29.0,45.0,-45.0,-9.5,135.5
2025-07-07 11:00:00,2025-07-07 11:05:00,1,2146367559,1111,142275.0,1.0,short,2025-07-07 17:53:57,141375.0,180.0,,408.95,900.0,900.0,179.5,315.0
2025-07-07 11:45:00,2025-07-07 11:50:00,1,2146576363,1111,142170.0,1.0,short,2025-07-07 17:53:57,141375.0,159.0,,363.95,795.0,795.0,158.5,473.5
2025-07-07 12:05:00,2025-07-07 12:10:00,1,2146665450,1111,141995.0,1.0,short,2025-07-07 17:53:57,141375.0,124.0,,343.95,620.0,620.0,123.5,597.0
2025-07-07 12:10:00,2025-07-07 12:15:00,1,2146683667,1111,141980.0,1.0,short,2025-07-07 17:53:57,141375.0,121.0,,338.95,605.0,605.0,120.5,717.5
2025-07-07 12:15:00,2025-07-07 12:20:00,1,2146708256,1111,141875.0,1.0,short,2025-07-07 17:53:57,141375.0,100.0,,333.95,500.0,500.0,99.5,817.0
2025-07-07 12:45:00,2025-07-07 12:50:00,1,2146807140,1111,141715.0,1.0,short,2025-07-07 17:53:57,141375.0,68.0,,303.95,340.0,340.0,67.5,884.5
2025-07-07 13:05:00,2025-07-07 13:10:00,1,2146864539,1111,141690.0,1.0,short,2025-07-07 17:53:57,141375.0,63.0,,283.95,315.0,315.0,62.5,947.0
2025-07-07 13:15:00,2025-07-07 13:20:00,1,2146899000,1111,141620.0,1.0,short,2025-07-07 17:53:57,141375.0,49.0,,273.95,245.0,245.0,48.5,995.5
2025-07-07 13:20:00,2025-07-07 13:25:00,1,2146926433,1111,141455.0,1.0,short,2025-07-07 17:53:57,141375.0,16.0,,268.95,80.0,80.0,15.5,1011.0
2025-07-07 13:40:00,2025-07-07 13:45:00,1,2146994204,1111,141445.0,1.0,short,2025-07-07 17:53:57,141375.0,14.0,,248.95,70.0,70.0,13.5,1024.5
2025-07-07 13:55:00,2025-07-07 14:00:00,1,2147045573,1111,141310.0,1.0,short,2025-07-07 17:53:57,141375.0,-13.0,,233.95,65.0,-65.0,-13.5,1011.0
2025-07-08 10:05:00,2025-07-08 10:10:00,1,2148022980,1111,141120.0,1.0,short,2025-07-08 17:53:56,141215.0,-19.0,,463.93333333333334,95.0,-95.0,-19.5,991.5
2025-07-08 10:10:00,2025-07-08 10:15:00,1,2148059870,1111,140965.0,1.0,short,2025-07-08 17:53:56,141215.0,-50.0,,458.93333333333334,250.0,-250.0,-50.5,941.0
2025-07-08 17:35:00,2025-07-08 17:40:00,0,2149768887,1111,141255.0,1.0,long,2025-07-08 17:53:56,141205.0,-10.0,,13.933333333333334,50.0,-50.0,-10.5,930.5
2025-07-10 10:05:00,2025-07-10 10:10:00,1,2152582171,1111,137770.0,1.0,short,2025-07-10 11:45:17,138370.0,-120.0,[sl 138370],95.28333333333333,600.0,-600.0,-120.5,810.0
2025-07-10 10:15:00,2025-07-10 10:20:00,1,2152661043,1111,137785.0,1.0,short,2025-07-10 11:45:20,138385.0,-120.0,[sl 138385],85.33333333333333,600.0,-600.0,-120.5,689.5
2025-07-10 10:25:00,2025-07-10 10:30:00,1,2152725316,1111,137720.0,1.0,short,2025-07-10 11:45:10,138320.0,-120.0,[sl 138320],75.16666666666667,600.0,-600.0,-120.5,569.0
2025-07-10 10:35:00,2025-07-10 10:40:00,1,2152787654,1111,137605.0,1.0,short,2025-07-10 10:46:23,138205.0,-120.0,[sl 138205],6.383333333333334,600.0,-600.0,-120.5,448.5
2025-07-10 13:20:00,2025-07-10 13:25:00,0,2153527857,1111,138595.0,1.0,long,2025-07-10 17:53:55,138570.0,-5.0,,268.9166666666667,25.0,-25.0,-5.5,443.0
2025-07-11 10:20:00,2025-07-11 10:25:00,1,2154897115,1111,137520.0,1.0,short,2025-07-11 11:12:10,138120.0,-120.0,[sl 138120],47.166666666666664,600.0,-600.0,-120.5,322.5
2025-07-11 10:25:00,2025-07-11 10:30:00,1,2154934549,1111,137525.0,1.0,short,2025-07-11 11:12:10,138120.0,-119.0,[sl 138120],42.166666666666664,595.0,-595.0,-119.5,203.0
2025-07-11 10:30:00,2025-07-11 10:35:00,1,2154976448,1111,137330.0,1.0,short,2025-07-11 11:12:07,137930.0,-120.0,[sl 137930],37.11666666666667,600.0,-600.0,-120.5,82.5
2025-07-14 10:00:00,2025-07-14 10:05:00,1,2157218909,1111,137430.0,1.0,short,2025-07-14 17:53:49,136705.0,145.0,,468.81666666666666,725.0,725.0,144.5,227.0
2025-07-14 10:05:00,2025-07-14 10:10:00,1,2157252728,1111,137195.0,1.0,short,2025-07-14 17:53:49,136705.0,98.0,,463.81666666666666,490.0,490.0,97.5,324.5
2025-07-14 10:10:00,2025-07-14 10:15:00,1,2157285681,1111,136770.0,1.0,short,2025-07-14 17:53:49,136705.0,13.0,,458.81666666666666,65.0,65.0,12.5,337.0
2025-07-14 10:20:00,2025-07-14 10:25:00,1,2157345061,1111,136670.0,1.0,short,2025-07-14 17:53:49,136705.0,-7.0,,448.81666666666666,35.0,-35.0,-7.5,329.5
2025-07-14 11:20:00,2025-07-14 11:25:00,1,2157562759,1111,136370.0,1.0,short,2025-07-14 17:53:49,136705.0,-67.0,,388.81666666666666,335.0,-335.0,-67.5,262.0
